id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,5.47,13.81,16.36,19.55,20.57,23.11,17.36,17.36,20.81
0.csv_Day7_0h30m,5.49,13.92,16.37,19.67,20.87,23.2,17.33,16.78,20.63
0.csv_Day7_1h00m,2.35,9.5,10.04,12.65,12.36,14.28,13.63,13.34,18.87
0.csv_Day7_1h30m,2.34,9.42,10.03,12.65,12.29,14.28,13.63,13.35,18.87
0.csv_Day7_2h00m,2.05,9.26,9.79,11.69,11.83,14.28,13.76,13.32,18.93
0.csv_Day7_2h30m,2.06,9.33,9.78,11.72,11.9,14.31,13.75,13.3,18.94
0.csv_Day7_3h00m,1.98,9.63,9.81,11.82,11.8,14.31,13.59,13.01,18.93
0.csv_Day7_3h30m,2.64,9.49,9.97,11.85,11.29,14.36,13.74,12.99,19.09
0.csv_Day7_4h00m,3.43,9.6,9.85,11.75,11.08,14.37,13.6,13.49,19.3
0.csv_Day7_4h30m,3.38,8.5,8.91,11.23,10.66,14.16,13.48,14.27,19.34
0.csv_Day7_5h00m,8.01,13.35,10.28,12.0,10.87,14.36,13.65,15.09,19.33
0.csv_Day7_5h30m,8.22,13.36,10.28,12.0,10.87,14.39,13.71,15.09,19.34
0.csv_Day7_6h00m,8.04,13.67,10.26,12.05,11.32,15.39,13.75,15.67,19.49
0.csv_Day7_6h30m,9.63,14.79,11.04,12.0,11.42,15.41,13.87,15.97,19.53
0.csv_Day7_7h00m,9.63,14.79,11.03,12.12,11.46,15.42,13.92,16.22,19.72
0.csv_Day7_7h30m,10.58,24.16,16.4,13.74,14.4,32.91,47.23,55.31,80.38
0.csv_Day7_8h00m,15.69,28.18,27.57,22.89,24.14,40.34,53.72,69.98,88.23
0.csv_Day7_8h30m,14.75,40.9,40.8,38.93,51.66,64.54,75.04,82.43,93.84
0.csv_Day7_9h00m,16.12,43.32,42.79,40.68,52.47,64.61,75.15,84.84,94.51
0.csv_Day7_9h30m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_10h00m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_10h30m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_11h00m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_11h30m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_12h00m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_12h30m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_13h00m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_13h30m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_14h00m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_14h30m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
0.csv_Day7_15h00m,21.3,47.01,36.62,40.46,60.88,74.98,79.95,86.55,94.61
