id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,0.0,0.0,0.0,0.019999999552965164,0.10999999940395355,0.27000001072883606,0.4399999976158142,0.6200000047683716,1.409999966621399
0.csv_Day7_0h30m,0.0,0.0,0.0,0.07000000029802322,0.1899999976158142,0.3499999940395355,0.7200000286102295,1.1100000143051147,2.450000047683716
0.csv_Day7_1h00m,0.0,0.0,0.009999999776482582,0.09000000357627869,0.20999999344348907,0.38999998569488525,0.8899999856948853,1.5,3.359999895095825
0.csv_Day7_1h30m,0.0,0.0,0.009999999776482582,0.10999999940395355,0.25,0.44999998807907104,1.0099999904632568,1.8600000143051147,4.079999923706055
0.csv_Day7_2h00m,0.0,0.0,0.0,0.10999999940395355,0.25,0.46000000834465027,1.0800000429153442,2.0899999141693115,4.599999904632568
0.csv_Day7_2h30m,0.0,0.0,0.03999999910593033,0.1599999964237213,0.27000001072883606,0.47999998927116394,1.1799999475479126,2.2200000286102295,5.059999942779541
0.csv_Day7_3h00m,0.0,0.029999999329447746,0.05000000074505806,0.14000000059604645,0.25,0.46000000834465027,1.149999976158142,2.3299999237060547,5.340000152587891
0.csv_Day7_3h30m,0.0,0.05000000074505806,0.09000000357627869,0.17000000178813934,0.25999999046325684,0.4300000071525574,1.1100000143051147,2.200000047683716,5.159999847412109
0.csv_Day7_4h00m,0.0,0.05000000074505806,0.07999999821186066,0.14000000059604645,0.23000000417232513,0.3799999952316284,1.0399999618530273,2.0899999141693115,5.039999961853027
0.csv_Day7_4h30m,0.0,0.029999999329447746,0.07999999821186066,0.15000000596046448,0.20999999344348907,0.3799999952316284,0.9900000095367432,2.0,4.920000076293945
0.csv_Day7_5h00m,0.0,0.009999999776482582,0.05000000074505806,0.07999999821186066,0.14000000059604645,0.2800000011920929,0.9200000166893005,1.9299999475479126,4.869999885559082
0.csv_Day7_5h30m,0.0,0.019999999552965164,0.05000000074505806,0.07999999821186066,0.10999999940395355,0.25,0.8199999928474426,1.940000057220459,4.960000038146973
0.csv_Day7_6h00m,0.0,0.0,0.0,0.019999999552965164,0.07999999821186066,0.2800000011920929,0.8500000238418579,2.0199999809265137,5.300000190734863
0.csv_Day7_6h30m,0.0,0.0,0.0,0.09000000357627869,0.18000000715255737,0.4699999988079071,1.0800000429153442,2.4200000762939453,6.070000171661377
0.csv_Day7_7h00m,0.0,0.09000000357627869,0.20999999344348907,0.3799999952316284,0.6000000238418579,1.0,1.7100000381469727,3.359999895095825,7.21999979019165
0.csv_Day7_7h30m,0.18000000715255737,0.4699999988079071,0.7699999809265137,1.1200000047683716,1.5299999713897705,2.180000066757202,3.0399999618530273,4.96999979019165,9.149999618530273
0.csv_Day7_8h00m,0.7400000095367432,1.309999942779541,1.909999966621399,2.5899999141693115,3.180000066757202,4.150000095367432,5.159999847412109,7.380000114440918,11.949999809265137
0.csv_Day7_8h30m,1.0800000429153442,2.2100000381469727,3.359999895095825,4.610000133514404,5.409999847412109,6.78000020980835,7.96999979019165,10.319999694824219,15.149999618530273
0.csv_Day7_9h00m,1.9500000476837158,3.509999990463257,5.25,7.199999809265137,8.380000114440918,10.069999694824219,11.329999923706055,13.800000190734863,18.690000534057617
0.csv_Day7_9h30m,3.109999895095825,5.199999809265137,7.420000076293945,10.100000381469727,11.739999771118164,13.869999885559082,15.210000038146973,17.6299991607666,22.260000228881836
0.csv_Day7_10h00m,4.03000020980835,7.199999809265137,10.550000190734863,13.829999923706055,15.680000305175781,18.049999237060547,19.229999542236328,21.639999389648438,25.93000030517578
