,0,1
0,15.785271,16.53957
1,16.889147,17.446642
2,17.297094,17.851755
3,18.196814,18.738684
4,19.33336,19.902061
5,18.152151,18.608522
6,20.09485,20.230896
7,18.18263,18.6629
8,17.16703,17.723501
9,17.956554,18.427841
10,17.883278,18.164259
11,19.20212,19.672844
12,17.966125,18.512236
13,18.515312,19.046059
14,17.644367,18.127277
15,17.771679,17.611656
16,16.763308,17.319561
17,19.15977,19.693441
18,12.892572,13.128488
19,11.775287,12.068529
20,17.364922,17.87493
21,16.576754,16.693626
22,17.998545,18.51484
23,17.991035,18.41907
24,17.6638,18.024113
25,18.139856,18.714317
26,16.950357,17.399895
27,19.153885,19.623325
28,18.341555,18.89295
29,15.4342,16.05601
30,17.216597,17.747757
31,19.897705,20.418592
32,17.199179,17.773651
33,17.286095,17.028404
34,15.165338,15.6545515
35,17.263187,17.271963
36,17.400188,17.651812
37,13.663353,14.119975
38,18.02745,18.613668
39,18.54183,19.111471
40,18.019457,18.507524
41,19.673025,20.207338
42,18.083069,17.972618
43,15.646838,16.13016
44,17.224962,17.806047
45,13.925315,14.40638
46,18.478336,18.974733
47,17.19126,17.736883
48,19.014149,19.821537
49,19.03889,19.531754
50,16.531216,17.126116
51,12.991966,13.411886
52,15.779111,15.745959
53,16.789883,17.19217
54,18.384642,18.292671
55,14.639087,14.456225
56,17.2231,17.7401
57,11.514525,11.975888
58,18.128225,18.644745
59,18.481133,18.969717
60,17.830086,18.260376
61,18.073586,18.431395
62,16.60061,17.016008
63,18.72166,18.568455
64,17.773102,17.839169
65,17.224138,17.727655
66,15.732987,15.488837
67,17.631126,18.211176
68,17.577875,17.835672
69,17.223297,17.164404
70,19.083488,19.273556
71,17.305174,17.853619
72,17.468155,17.863106
73,14.494754,14.985543
74,18.555523,19.110317
75,16.942884,16.843225
76,13.95063,14.434569
77,17.6858,17.814842
78,17.241308,17.535778
79,18.483797,19.1298
80,17.994505,18.106964
