,0,1
0,1.9596322e-05,2.1983229e-05
1,1.9596322e-05,2.1983229e-05
2,1.9596322e-05,2.1983229e-05
3,1.9596322e-05,2.1983229e-05
4,1.9596322e-05,2.1983229e-05
5,1.9596322e-05,2.1983229e-05
6,1.9596322e-05,2.1983229e-05
7,1.9596322e-05,2.1983229e-05
8,1.9596322e-05,2.1983229e-05
9,1.9596322e-05,2.1983229e-05
10,1.9596322e-05,2.1983229e-05
11,1.9596322e-05,2.1983229e-05
12,1.9596322e-05,2.1983229e-05
13,1.9596322e-05,2.1983229e-05
14,1.9596322e-05,2.1983229e-05
15,1.9596322e-05,2.1983229e-05
16,1.9596322e-05,2.1983229e-05
17,1.9596322e-05,2.1983229e-05
18,1.9596322e-05,2.1983229e-05
19,1.9596322e-05,2.1983229e-05
20,1.9596322e-05,2.1983229e-05
21,1.9596322e-05,2.1983229e-05
22,1.9596322e-05,2.1983229e-05
23,1.9596322e-05,2.1983229e-05
24,1.9596322e-05,2.1983229e-05
25,1.9596322e-05,2.1983229e-05
26,1.9596322e-05,2.1983229e-05
27,1.9596322e-05,2.1983229e-05
28,1.9596322e-05,2.1983229e-05
29,1.9596322e-05,2.1983229e-05
30,1.9596322e-05,2.1983229e-05
31,1.9596322e-05,2.1983229e-05
32,1.9596322e-05,2.1983229e-05
33,1.9596322e-05,2.1983229e-05
34,1.9596322e-05,2.1983229e-05
35,1.9596322e-05,2.1983229e-05
36,1.9596322e-05,2.1983229e-05
37,1.9596322e-05,2.1983229e-05
38,1.9596322e-05,2.1983229e-05
39,1.9596322e-05,2.1983229e-05
40,1.9596322e-05,2.1983229e-05
41,1.9596322e-05,2.1983229e-05
42,1.9596322e-05,2.1983229e-05
43,1.9596322e-05,2.1983229e-05
44,1.9596322e-05,2.1983229e-05
45,1.9596322e-05,2.1983229e-05
46,1.9596322e-05,2.1983229e-05
47,1.9596322e-05,2.1983229e-05
48,1.9596322e-05,2.1983229e-05
49,1.9596322e-05,2.1983229e-05
50,1.9596322e-05,2.1983229e-05
51,1.9596322e-05,2.1983229e-05
52,1.9596322e-05,2.1983229e-05
53,1.9596322e-05,2.1983229e-05
54,1.9596322e-05,2.1983229e-05
55,1.9596322e-05,2.1983229e-05
56,1.9596322e-05,2.1983229e-05
57,1.9596322e-05,2.1983229e-05
58,1.9596322e-05,2.1983229e-05
59,1.9596322e-05,2.1983229e-05
60,1.9596322e-05,2.1983229e-05
61,1.9596322e-05,2.1983229e-05
62,1.9596322e-05,2.1983229e-05
63,1.9596322e-05,2.1983229e-05
64,1.9596322e-05,2.1983229e-05
65,1.9596322e-05,2.1983229e-05
66,1.9596322e-05,2.1983229e-05
67,1.9596322e-05,2.1983229e-05
68,1.9596322e-05,2.1983229e-05
69,1.9596322e-05,2.1983229e-05
70,1.9596322e-05,2.1983229e-05
71,1.9596322e-05,2.1983229e-05
72,1.9596322e-05,2.1983229e-05
73,1.9596322e-05,2.1983229e-05
74,1.9596322e-05,2.1983229e-05
75,1.9596322e-05,2.1983229e-05
76,1.9596322e-05,2.1983229e-05
77,1.9596322e-05,2.1983229e-05
78,1.9596322e-05,2.1983229e-05
79,1.9596322e-05,2.1983229e-05
80,1.9596322e-05,2.1983229e-05
