,0,1
0,33.82045,33.31053
1,31.6237,31.202744
2,32.88967,32.45129
3,35.266922,34.7951
4,37.17338,36.69161
5,33.338287,32.886646
6,35.811882,35.404243
7,32.41934,31.975666
8,32.697342,32.24047
9,32.29839,31.91929
10,33.75057,33.35308
11,33.853645,33.32466
12,32.939575,32.54268
13,32.078533,31.695967
14,31.010223,30.63284
15,32.559414,32.14223
16,33.392174,32.911488
17,34.824997,34.36279
18,23.677176,23.414452
19,22.986122,22.695791
20,30.354408,29.942698
21,30.097584,29.763788
22,33.202053,32.76308
23,33.46061,32.987972
24,34.12992,33.708202
25,35.323776,34.84082
26,28.921516,28.466505
27,34.19872,33.690342
28,31.9549,31.544569
29,32.709885,32.216225
30,29.938631,29.574923
31,36.079994,35.62689
32,33.537197,33.05476
33,31.135233,30.757673
34,29.317053,28.924486
35,32.38967,31.967566
36,31.516499,31.117008
37,29.974932,29.557291
38,33.726757,33.26905
39,33.65215,33.220078
40,30.861282,30.326948
41,34.949883,34.454193
42,32.891857,32.525246
43,26.594738,26.299322
44,33.210827,32.73923
45,28.079683,27.7668
46,33.874073,33.421238
47,33.006577,32.57836
48,39.64309,38.97397
49,34.05215,33.548748
50,32.02159,31.592304
51,26.099697,25.757269
52,30.751596,30.319696
53,29.597374,29.122517
54,32.79203,32.361824
55,26.093039,25.813654
56,34.053314,33.617153
57,22.463184,22.156042
58,33.069473,32.669235
59,32.589222,32.181595
60,34.302338,33.904236
61,33.369194,32.939407
62,29.401403,28.899263
63,32.84581,32.484188
64,32.1336,31.695986
65,34.801575,34.345306
66,27.22523,26.936134
67,32.77802,32.361153
68,31.68035,31.283667
69,30.97914,30.657843
70,36.086136,35.65253
71,32.77214,32.348827
72,31.281513,30.90837
73,27.830143,27.439615
74,34.188377,33.745296
75,30.23418,29.893929
76,26.275507,25.958652
77,31.675503,31.267292
78,32.337868,31.904634
79,35.16147,34.652344
80,32.28765,31.82106
