,0,1
0,48.78926,51.182022
1,48.675297,51.188797
2,50.408688,52.939175
3,54.02084,56.715015
4,56.984455,59.637695
5,58.479,60.469505
6,60.837532,62.79889
7,57.219685,59.29504
8,49.159534,51.47819
9,53.96554,56.07379
10,53.535263,55.3312
11,58.406487,60.416317
12,52.081367,54.52985
13,56.618828,58.891884
14,56.738308,58.81857
15,56.32051,59.17502
16,49.417667,51.882515
17,57.228077,59.590923
18,40.054516,41.961617
19,37.05306,38.77471
20,56.02093,58.08676
21,49.61588,51.70045
22,53.21992,55.50081
23,54.938953,57.070538
24,52.491512,54.559593
25,53.35084,56.07339
26,53.804237,55.50408
27,60.295033,62.28579
28,56.213757,58.48432
29,46.49583,48.82648
30,48.687298,51.05961
31,58.57266,60.896973
32,50.25592,52.775623
33,53.72625,56.10499
34,45.097626,47.381645
35,50.956596,53.493
36,56.200428,58.203915
37,42.563877,44.68811
38,51.54199,53.83675
39,53.77628,56.299316
40,57.235306,59.17798
41,60.947628,63.198402
42,55.574245,57.772682
43,45.602474,47.833817
44,50.613117,53.17559
45,43.762848,45.682583
46,54.50933,56.637657
47,50.581734,52.901215
48,58.149094,61.05011
49,58.997303,61.08191
50,47.720013,50.18653
51,38.766277,40.461277
52,45.99693,48.14908
53,52.47289,54.191383
54,55.724617,57.56098
55,49.330566,51.083282
56,51.07127,53.70674
57,34.30689,35.886738
58,53.59772,55.50684
59,56.853886,58.94187
60,53.81409,55.697914
61,57.523834,59.65808
62,54.541435,56.308743
63,55.895107,57.737743
64,55.91451,58.495518
65,53.016285,55.504013
66,53.575817,55.626205
67,51.44385,53.837162
68,52.46957,54.160107
69,52.1507,53.916077
70,56.757145,58.862823
71,51.556267,53.792923
72,51.214268,53.01294
73,43.04027,45.163227
74,53.893566,56.363384
75,50.225407,52.354416
76,40.821068,42.850258
77,55.28137,57.06283
78,51.71631,54.253345
79,53.4437,56.221172
80,54.714493,56.454296
